cveId,dateReported,vulnerabilityType,language,fixes,severity,component
CVE-2017-9076,2017-05-19,Elevation of Privilege Vulnerability,c,"[{'commitId': ['83eaddab4378db256d00d295bda6ca997cd13a52'], 'patchUrl': 'http://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=83eaddab4378db256d00d295bda6ca997cd13a52'}]",High,kernel networking subsystem
CVE-2016-0836,2015-11-19,Remote Code Execution Vulnerability,c,"[{'commitId': '8b4ed5a23175b7ffa56eea4678db7287f825e985', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/8b4ed5a23175b7ffa56eea4678db7287f825e985'}]",Critical,Mediaserver
CVE-2016-2108,2016-05-03,Remote Code Execution Vulnerability,c,"[{'commitId': '74750e1fb24149043a533497f79c577b704d6e30', 'patchUrl': 'https://android.googlesource.com/platform/external/boringssl/+/74750e1fb24149043a533497f79c577b704d6e30'}]",Critical,OpenSSL & BoringSSL
CVE-2017-13261,2018-04-04,Information Disclosure Vulnerability,c,"[{'commitId': 'a50e70468c0a8d207e416e273d05a08635bdd45f', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/a50e70468c0a8d207e416e273d05a08635bdd45f'}]",High,System
CVE-2019-2233,2019-11-13,Elevation of Privilege Vulnerability,java,"[{'commitId': 'aaba8ef289dee0c143b3dc0fe47e6b9595f22c65', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/aaba8ef289dee0c143b3dc0fe47e6b9595f22c65'}]",High,System
CVE-2015-3865,2015-08-08,Elevation of Privilege Vulnerability,c,"[{'commitId': 'ff8dc21278b19b22ed8dc9f9475850838336d351', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fbase/+/ff8dc21278b19b22ed8dc9f9475850838336d351'}, {'commitId': '3f7334822ba4cc53f81f22f3519093bf4e1d7f89', 'patchUrl': 'https://android.googlesource.com/platform%2Fcts/+/3f7334822ba4cc53f81f22f3519093bf4e1d7f89'}]",High,Android runtime
CVE-2016-3830,2016-08-05,Denial of Service Vulnerability,c,"[{'commitId': '8e438e153f661e9df8db0ac41d587e940352df06', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/8e438e153f661e9df8db0ac41d587e940352df06'}]",High,Mediaserver
CVE-2018-9588,2019-02-11,Information Disclosure Vulnerability,c,"[{'commitId': 'bf9ff0c5215861ab673e211cd06e009f3157aab2', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/bf9ff0c5215861ab673e211cd06e009f3157aab2'}]",High,System
CVE-2017-0538,2016-12-13,Remote Code Execution Vulnerability,c,"[{'commitId': '494561291a503840f385fbcd11d9bc5f4dc502b8', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/494561291a503840f385fbcd11d9bc5f4dc502b8'}]",Critical,Mediaserver
CVE-2017-0492,2017-03-08,Elevation of Privilege Vulnerability,java,"[{'commitId': 'f4bed684c939b0f8809ef404b8609fe4ef849263', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/f4bed684c939b0f8809ef404b8609fe4ef849263'}]",Moderate,system UI
CVE-2020-0459,,Information Disclosure Vulnerability,java,"[{'commitId': 'db04b29f0f6a96b19850fc17e23818855f800d61', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/net/wifi/+/db04b29f0f6a96b19850fc17e23818855f800d61'}, {'commitId': '4bd54c477c89d11cfe2d84ff20098aed01cf5de9', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/4bd54c477c89d11cfe2d84ff20098aed01cf5de9'}, {'commitId': 'dd7bed0670fbdf03d9097f2ba35967544467c863', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Car/Settings/+/dd7bed0670fbdf03d9097f2ba35967544467c863'}, {'commitId': 'a9a7f65a10b7514a4070a93d419796498926b5b3', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/a9a7f65a10b7514a4070a93d419796498926b5b3'}, {'commitId': '54cc1b21d5b1e75f8c1d92cac32beaa2cad6a88c', 'patchUrl': 'https://android.googlesource.com/platform/packages/services/Car/+/54cc1b21d5b1e75f8c1d92cac32beaa2cad6a88c'}]",High,Framework
CVE-2019-2049,2019-05-08,Elevation of Privilege Vulnerability,c,"[{'commitId': '80e24410b7c42288f02869543555e682d88213f7', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/80e24410b7c42288f02869543555e682d88213f7'}]",High,System
CVE-2019-2225,2019-12-06,Elevation of Privilege Vulnerability,c,"[{'commitId': '627f1048f02a0b85b61140453f7ba9c76fe674f2', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/627f1048f02a0b85b61140453f7ba9c76fe674f2'}, {'commitId': 'a73dfccf325aa6e2bca86dffa9f203196d3fa4cc', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/a73dfccf325aa6e2bca86dffa9f203196d3fa4cc'}]",High,System
CVE-2017-13277,2018-04-04,Remote Code Execution Vulnerability,c,"[{'commitId': 'b7d4d588e8fcbe254f7a3d9a247af4b91ccc7285', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/b7d4d588e8fcbe254f7a3d9a247af4b91ccc7285'}]",Critical,Media Framework
CVE-2015-3832,2015-10-01,Remote Code Execution Vulnerability,c,"[{'commitId': 'd48f0f145f8f0f4472bc0af668ac9a8bce44ba9b', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/d48f0f145f8f0f4472bc0af668ac9a8bce44ba9b'}]",Critical,libstagefright
CVE-2018-9475,,Elevation of Privilege Vulnerability,c,"[{'commitId': '43cd528a444d0cc5bbf3beb22cd583289bcf7334', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/43cd528a444d0cc5bbf3beb22cd583289bcf7334'}]",Critical,System
CVE-2015-6626,2015-09-02,Information Disclosure Vulnerability,c,"[{'commitId': '8dde7269a5356503d2b283234b6cb46d0c3f214e', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/8dde7269a5356503d2b283234b6cb46d0c3f214e'}]",High,libstagefright
CVE-2016-3888,2016-09-11,Elevation of Privilege Vulnerability,java,"[{'commitId': 'b8d1aee993dcc565e6576b2f2439a8f5a507cff6', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/telephony/+/b8d1aee993dcc565e6576b2f2439a8f5a507cff6'}]",Moderate,SMS
CVE-2016-3922,2016-07-17,Elevation of Privilege Vulnerability,c,"[{'commitId': '95610818918f6f11fe7d23aca1380e6c0fac2af0', 'patchUrl': 'https://android.googlesource.com/platform/hardware/ril/+/95610818918f6f11fe7d23aca1380e6c0fac2af0'}]",Moderate,Telephony
CVE-2020-0377,2020-10-14,Information Disclosure Vulnerability,c,"[{'commitId': '26a348a610ec277384c98f42acd841ae647d2131', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/26a348a610ec277384c98f42acd841ae647d2131'}]",High,System
CVE-2016-3758,2016-07-11,Elevation of Privilege Vulnerability,c,"[{'commitId': '338aeaf28e9981c15d0673b18487dba61eb5447c', 'patchUrl': 'https://android.googlesource.com/platform/dalvik/+/338aeaf28e9981c15d0673b18487dba61eb5447c'}]",Moderate,DexClassLoader
CVE-2017-0646,2017-06-14,Information Disclosure Vulnerability,c,"[{'commitId': '2bcdf8ec7db12c5651c004601901f1fc25153f2c', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/2bcdf8ec7db12c5651c004601901f1fc25153f2c'}]",Moderate,Bluetooth
CVE-2017-0703,2017-07-06,Elevation of Privilege Vulnerability,java,"[{'commitId': '4af8f912aa1ee714638d0f9694d6f856bc8166f3', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/4af8f912aa1ee714638d0f9694d6f856bc8166f3'}]",High,system UI
CVE-2020-0398,2020-10-14,Information Disclosure Vulnerability,java,"[{'commitId': 'b722e6d0bef5bdcf3cf7368b765ed08a98bdee1c', 'patchUrl': 'https://android.googlesource.com/platform/packages/services/Telephony/+/b722e6d0bef5bdcf3cf7368b765ed08a98bdee1c'}]",High,System
CVE-2021-0444,2021-04-13,Information Disclosure Vulnerability,java,"[{'commitId': '93c93923c8d4c0c91c8ba66cd7e65036d4ba9062', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Contacts/+/93c93923c8d4c0c91c8ba66cd7e65036d4ba9062'}]",High,Framework
CVE-2016-3759,2016-07-11,Elevation of Privilege Vulnerability,java,"[{'commitId': '9b8c6d2df35455ce9e67907edded1e4a2ecb9e28', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/9b8c6d2df35455ce9e67907edded1e4a2ecb9e28'}]",Moderate,Framework APIs
CVE-2017-0647,2017-06-14,Information Disclosure Vulnerability,c,"[{'commitId': '3d6a43155c702bce0e7e2a93a67247b5ce3946a5', 'patchUrl': 'https://android.googlesource.com/platform/system/core/+/3d6a43155c702bce0e7e2a93a67247b5ce3946a5'}]",Moderate,Libraries
CVE-2017-0702,2017-07-06,Remote Code Execution Vulnerability,c,"[{'commitId': '5d46e9a1784c02f347af107a978fe9fbd7af7fb2', 'patchUrl': 'https://android.googlesource.com/platform/external/libgdx/+/5d46e9a1784c02f347af107a978fe9fbd7af7fb2'}]",High,system UI
CVE-2016-1621,2016-03-12,Remote Code Execution Vulnerability,c,"[{'commitId': '5a6788730acfc6fd8f4a6ef89d2c376572a26b55', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/5a6788730acfc6fd8f4a6ef89d2c376572a26b55'}, {'commitId': '04839626ed859623901ebd3a5fd483982186b59d', 'patchUrl': 'https://android.googlesource.com/platform/external/libvpx/+/04839626ed859623901ebd3a5fd483982186b59d'}, {'commitId': '5a9753fca56f0eeb9f61e342b2fccffc364f9426', 'patchUrl': 'https://android.googlesource.com/platform/external/libvpx/+/5a9753fca56f0eeb9f61e342b2fccffc364f9426'}]",Critical,libvpx
CVE-2020-0399,2020-09-17,Information Disclosure Vulnerability,java,"[{'commitId': '0126084de146b51a842d7604cddb3303f46cade7', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/telephony/+/0126084de146b51a842d7604cddb3303f46cade7'}, {'commitId': '4e6a25843d7ef14301eb8cb5985c84d54785fbc4', 'patchUrl': 'https://android.googlesource.com/platform/packages/services/Telephony/+/4e6a25843d7ef14301eb8cb5985c84d54785fbc4'}, {'commitId': '11c41d321d0c2dc3631f37d2f8f3ebc745f454d2', 'patchUrl': 'https://android.googlesource.com/platform/packages/services/Telephony/+/11c41d321d0c2dc3631f37d2f8f3ebc745f454d2'}]",High,Framework
CVE-2018-9474,,Elevation of Privilege Vulnerability,java,"[{'commitId': '586b9102f322731d604e6280143e16cb6f1c9f76', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/586b9102f322731d604e6280143e16cb6f1c9f76'}]",High,Media Framework
CVE-2015-3833,2015-10-01,Mitigation Bypass Vulnerability,java,"[{'commitId': 'aaa0fee0d7a8da347a0c47cef5249c70efee209e', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/aaa0fee0d7a8da347a0c47cef5249c70efee209e'}]",Moderate,Framework
CVE-2015-6627,2015-12-08,Information Disclosure Vulnerability,c,"[{'commitId': '8c987fa71326eb0cc504959a5ebb440410d73180', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/8c987fa71326eb0cc504959a5ebb440410d73180'}]",High,Audio
CVE-2016-3889,2016-09-11,Elevation of Privilege Vulnerability,java,"[{'commitId': 'e206f02d46ae5e38c74d138b51f6e1637e261abe', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/e206f02d46ae5e38c74d138b51f6e1637e261abe'}, {'commitId': 'bd5d5176c74021e8cf4970f93f273ba3023c3d72', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/bd5d5176c74021e8cf4970f93f273ba3023c3d72'}]",Moderate,Settings
CVE-2017-10661,2017-08-19,Elevation of Privilege Vulnerability,c,"[{'commitId': ['1e38da300e1e395a15048b0af1e5305bd91402f6'], 'patchUrl': 'https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux-stable.git/commit/?id=1e38da300e1e395a15048b0af1e5305bd91402f6'}]",High,kernel file system
CVE-2016-3923,2016-10-10,Elevation of Privilege Vulnerability,java,"[{'commitId': '5f256310187b4ff2f13a7abb9afed9126facd7bc', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/5f256310187b4ff2f13a7abb9afed9126facd7bc'}]",Moderate,Accessibility services
CVE-2018-9531,2018-11-14,Remote Code Execution Vulnerability,c,"[{'commitId': 'c2208f2a3098410c5a4c79ad6bd4b6d7e1c0b03f', 'patchUrl': 'https://android.googlesource.com/platform/external/aac/+/c2208f2a3098410c5a4c79ad6bd4b6d7e1c0b03f'}]",Critical,Media Framework
CVE-2017-13276,2018-04-04,Remote Code Execution Vulnerability,c,"[{'commitId': '1b9cbed05b4fd376677d67b6442aa30256834ed4', 'patchUrl': 'https://android.googlesource.com/platform/external/aac/+/1b9cbed05b4fd376677d67b6442aa30256834ed4'}]",Critical,Media Framework
CVE-2017-0755,2017-09-08,Elevation of Privilege Vulnerability,c,"[{'commitId': '0dfb3527ba1ebbe97ad927e1f773427201aab501', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/minikin/+/0dfb3527ba1ebbe97ad927e1f773427201aab501'}]",High,Libraries
CVE-2016-3831,2016-05-31,Denial of Service Vulnerability,java,"[{'commitId': 'f47bc301ccbc5e6d8110afab5a1e9bac1d4ef058', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/telephony/+/f47bc301ccbc5e6d8110afab5a1e9bac1d4ef058'}]",High,system clock
CVE-2015-3864,2015-10-01,Remote Code Execution Vulnerability,c,"[{'commitId': '6fe85f7e15203e48df2cc3e8e1c4bc6ad49dc968', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/6fe85f7e15203e48df2cc3e8e1c4bc6ad49dc968'}]",Critical,Mediaserver
CVE-2018-9589,2019-02-11,Information Disclosure Vulnerability,c,"[{'commitId': '38af82c5ca615f56febcebde714c7cba653fd5ec', 'patchUrl': 'https://android.googlesource.com/platform/external/wpa_supplicant_8/+/38af82c5ca615f56febcebde714c7cba653fd5ec'}]",High,System
CVE-2018-9566,2018-12-06,Information Disclosure Vulnerability,c,"[{'commitId': '314336a22d781f54ed7394645a50f74d6743267d', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/314336a22d781f54ed7394645a50f74d6743267d'}]",High,System
CVE-2017-0539,2016-12-23,Remote Code Execution Vulnerability,c,"[{'commitId': '1ab5ce7e42feccd49e49752e6f58f9097ac5d254', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/1ab5ce7e42feccd49e49752e6f58f9097ac5d254'}]",Critical,Mediaserver
CVE-2017-0493,2016-11-09,Information Disclosure Vulnerability,java,"[{'commitId': 'e4cefbf4fce458489b5f1bebc79dfaf566bcc5d5', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/e4cefbf4fce458489b5f1bebc79dfaf566bcc5d5'}, {'commitId': 'f806d65e615b942c268a5f68d44bde9d55634972', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/f806d65e615b942c268a5f68d44bde9d55634972'}]",Moderate,File-Based Encryption
CVE-2019-9254,2019-09-05,Elevation of Privilege Vulnerability,java,"[{'commitId': '593fbaab6909d6ca6b9959a88c349bec7609911a', 'patchUrl': 'https://android.googlesource.com/platform/cts/+/593fbaab6909d6ca6b9959a88c349bec7609911a'}]",High,Framework
CVE-2020-0008,2020-01-08,Information Disclosure Vulnerability,c,"[{'commitId': '55f4d920dfe100369d1ccac70ef1bb530d5d73fc', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/55f4d920dfe100369d1ccac70ef1bb530d5d73fc'}]",High,System
CVE-2020-0458,,Remote Code Execution Vulnerability,c,"[{'commitId': '4523a5863f7d8f449600e85e946cfdc9cff408b2', 'patchUrl': 'https://android.googlesource.com/platform/system/media/+/4523a5863f7d8f449600e85e946cfdc9cff408b2'}, {'commitId': '1f73a728ef4b6d7d350c0715bdb10d59e5b5f9be', 'patchUrl': 'https://android.googlesource.com/platform/system/media/+/1f73a728ef4b6d7d350c0715bdb10d59e5b5f9be'}]",Critical,Media Framework
CVE-2017-9077,2017-05-19,Elevation of Privilege Vulnerability,c,"[{'commitId': ['83eaddab4378db256d00d295bda6ca997cd13a52'], 'patchUrl': 'https://git.kernel.org/cgit/linux/kernel/git/torvalds/linux.git/commit/?id=83eaddab4378db256d00d295bda6ca997cd13a52'}]",High,kernel networking subsystem
CVE-2016-0837,2016-02-11,Remote Code Execution Vulnerability,c,"[{'commitId': '7a282fb64fef25349e9d341f102d9cea3bf75baf', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/7a282fb64fef25349e9d341f102d9cea3bf75baf'}]",Critical,Mediaserver
CVE-2016-2109,2016-05-05,Denial of Service Vulnerability,c,"[{'commitId': 'ccb2efe8d3fccb4321e85048d67c8528e03d4652', 'patchUrl': 'https://android.googlesource.com/platform/external/boringssl/+/ccb2efe8d3fccb4321e85048d67c8528e03d4652'}]",High,Libraries
CVE-2017-13260,2018-04-04,Information Disclosure Vulnerability,c,"[{'commitId': 'a50e70468c0a8d207e416e273d05a08635bdd45f', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/a50e70468c0a8d207e416e273d05a08635bdd45f'}]",High,System
CVE-2019-2232,2019-12-06,Denial of Service Vulnerability,java,"[{'commitId': '4ce901e4058d93336dca3413dc53b81bbdf9d3e8', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/4ce901e4058d93336dca3413dc53b81bbdf9d3e8'}]",Critical,Framework
CVE-2015-3872,2015-08-19,Remote Code Execution Vulnerability,c,"[{'commitId': '4d46f6f18f5160b8992ec1e66ef1844212fc7d48', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/4d46f6f18f5160b8992ec1e66ef1844212fc7d48'}]",Critical,libstagefright
CVE-2016-3827,2016-05-16,Denial of Service Vulnerability,c,"[{'commitId': 'a4567c66f4764442c6cb7b5c1858810194480fb5', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/a4567c66f4764442c6cb7b5c1858810194480fb5'}]",High,Mediaserver
CVE-2021-0393,2021-03-10,Remote Code Execution Vulnerability,c,"[{'commitId': 'a91d71434065cde21f480f5d92432b9a4f2f3521', 'patchUrl': 'https://android.googlesource.com/platform/external/v8/+/a91d71434065cde21f480f5d92432b9a4f2f3521'}]",High,System
CVE-2017-0485,2016-12-06,Denial of Service Vulnerability,c,"[{'commitId': '3695b6bdaa183bb2852da06b63ebd5b9c2cace36', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/3695b6bdaa183bb2852da06b63ebd5b9c2cace36'}]",High,Mediaserver
CVE-2021-0517,2021-06-21,Information Disclosure Vulnerability,java,"[{'commitId': '5b90ebaf4d9edefcd9648b46cd0226f882169476', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/5b90ebaf4d9edefcd9648b46cd0226f882169476'}]",High,System
CVE-2020-0225,2020-07-17,Remote Code Execution Vulnerability,c,"[{'commitId': '96392b0f2cfb2adc72cc7cad0d74dec8f4041582', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/96392b0f2cfb2adc72cc7cad0d74dec8f4041582'}]",Critical,System
CVE-2017-0714,2017-08-09,Remote Code Execution Vulnerability,c,"[{'commitId': '26557d832fde349721500b47d51467c046794ae9', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/26557d832fde349721500b47d51467c046794ae9'}]",Critical,Media Framework
CVE-2016-6721,2016-08-13,Information Disclosure Vulnerability,c,"[{'commitId': 'f6bf0102bdc1adff973e08d8ce9c869c4e2efade', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/f6bf0102bdc1adff973e08d8ce9c869c4e2efade'}]",Moderate,Mediaserver
CVE-2016-3870,2016-06-15,Elevation of Privilege Vulnerability,c,"[{'commitId': '1e9801783770917728b7edbdeff3d0ec09c621ac', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/1e9801783770917728b7edbdeff3d0ec09c621ac'}]",High,Mediaserver
CVE-2017-0597,2017-01-25,Elevation of Privilege Vulnerability,c,"[{'commitId': 'a9188f89179a7edd301abaf37d644adf5d647a04', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/a9188f89179a7edd301abaf37d644adf5d647a04'}]",High,Audioserver
CVE-2018-9527,2018-11-14,Remote Code Execution Vulnerability,c,"[{'commitId': 'cafff8f4535c8bf933c5a2fcb1a0dd66fb75a1c2', 'patchUrl': 'https://android.googlesource.com/platform/external/tremolo/+/cafff8f4535c8bf933c5a2fcb1a0dd66fb75a1c2'}]",Critical,Media Framework
CVE-2020-10732,2020-06-12,Information Disclosure Vulnerability,c,"[{'commitId': '1d605416fb7175e1adf094251466caa52093b413', 'patchUrl': 'http://android.googlesource.com/kernel/common/+/1d605416fb7175e1adf094251466caa52093b413'}]",High,Kernel ELF core dumps
CVE-2020-0419,2020-10-14,Information Disclosure Vulnerability,java,"[{'commitId': '6bc126b040718d9252ec72d2dd5207c7a4913238', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/6bc126b040718d9252ec72d2dd5207c7a4913238'}]",High,Framework
CVE-2019-2009,2019-06-19,Remote Code Execution Vulnerability,c,"[{'commitId': '488aa8befd5bdffed6cfca7a399d2266ffd201fb', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/488aa8befd5bdffed6cfca7a399d2266ffd201fb'}]",Critical,System
CVE-2015-6631,2015-08-21,Information Disclosure Vulnerability,c,"[{'commitId': '7ed8d1eff9b292b3c65a875b13a549e29654534b', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/7ed8d1eff9b292b3c65a875b13a549e29654534b'}]",High,libstagefright
CVE-2018-9360,2018-11-06,Information Disclosure Vulnerability,c,"[{'commitId': 'b66fc16410ff96e9119f8eb282e67960e79075c8', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/b66fc16410ff96e9119f8eb282e67960e79075c8'}]",High,System
CVE-2016-2430,2016-02-22,Elevation of Privilege Vulnerability,c,"[{'commitId': 'ad54cfed4516292654c997910839153264ae00a0', 'patchUrl': 'https://android.googlesource.com/platform/system/core/+/ad54cfed4516292654c997910839153264ae00a0'}]",Critical,Debuggerd
CVE-2017-0780,2017-09-08,Denial of Service Vulnerability,java,"[{'commitId': '06cbd7f26ba58399f296d85fd155442c7f2ac837', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Messaging/+/06cbd7f26ba58399f296d85fd155442c7f2ac837'}]",High,Runtime
CVE-2019-17666,2019-10-17,Remote Code Execution Vulnerability,c,"[{'commitId': 'ee33af324931688a75bcc741f1b6cfbeb4584596', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/ee33af324931688a75bcc741f1b6cfbeb4584596'}]",Critical,Kernel Realtek rtlwifi driver
CVE-2017-13309,,Information Disclosure Vulnerability,java,"[{'commitId': 'c26e60713035b52e123bdcc2fe5d69eb94a374f7', 'patchUrl': 'https://android.googlesource.com/platform/external/conscrypt/+/c26e60713035b52e123bdcc2fe5d69eb94a374f7'}]",High,Android runtime
CVE-2021-0429,2021-04-13,Elevation of Privilege Vulnerability,c,"[{'commitId': '429804c700a0b0db72c2e8d239f75e9e105e3ebc', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/hardware/interfaces/+/429804c700a0b0db72c2e8d239f75e9e105e3ebc'}, {'commitId': 'f511fda58b8c77b7f81a3586d8ae1cf10a920fce', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/hardware/interfaces/+/f511fda58b8c77b7f81a3586d8ae1cf10a920fce'}]",High,System
CVE-2020-0032,2020-03-10,Remote Code Execution Vulnerability,c,"[{'commitId': 'ffcf2a87d66f935210ebd011eed474514d086b40', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/ffcf2a87d66f935210ebd011eed474514d086b40'}]",Critical,Media Framework
CVE-2019-2137,2019-08-20,Denial of Service Vulnerability,java,"[{'commitId': '236b44274ebd1d7e3c706a24fd2a83d534d68ab0', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/236b44274ebd1d7e3c706a24fd2a83d534d68ab0'}, {'commitId': 'e01da9a84f49b3e7ff4c8a876cdeb32b7beec1ea', 'patchUrl': 'https://android.googlesource.com/platform/packages/services/Telecomm/+/e01da9a84f49b3e7ff4c8a876cdeb32b7beec1ea'}]",High,System
CVE-2021-0645,2021-08-17,Elevation of Privilege Vulnerability,java,"[{'commitId': '7b82cbbe3411396b187b68548f2c325b42e964a6', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/7b82cbbe3411396b187b68548f2c325b42e964a6'}]",High,Framework
CVE-2015-1863,2015-04-28,Remote Code Execution Vulnerability,c,"[{'commitId': '4cf0f2d0d869c35a9ec4432861d5efa8ead4279c', 'patchUrl': 'https://android.googlesource.com/platform/external/wpa_supplicant_8/+/4cf0f2d0d869c35a9ec4432861d5efa8ead4279c'}]",High,Wi-Fi
CVE-2018-9419,,Information Disclosure Vulnerability,c,"[{'commitId': 'f1c2c86080bcd7b3142ff821441696fc99c2bc9a', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/f1c2c86080bcd7b3142ff821441696fc99c2bc9a'}]",High,System
CVE-2017-0738,2017-08-09,Information Disclosure Vulnerability,c,"[{'commitId': '1d919d737b374b98b900c08c9d0c82fe250feb08', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/1d919d737b374b98b900c08c9d0c82fe250feb08'}, {'commitId': '234848dd6756c5d636f5a103e51636d60932983c', 'patchUrl': 'https://android.googlesource.com/platform/hardware/qcom/audio/+/234848dd6756c5d636f5a103e51636d60932983c'}]",Moderate,Media Framework
CVE-2017-15265,2017-10-16,Elevation of Privilege Vulnerability,c,"[{'commitId': ['23709ae9b61429502fcd4686e7a97333f3b3544a'], 'patchUrl': 'https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux-stable.git/commit/sound/?h=v4.4.103&id=23709ae9b61429502fcd4686e7a97333f3b3544a'}]",High,Kernel ALSA
CVE-2017-0692,2017-07-06,Denial of Service Vulnerability,c,"[{'commitId': '6db482687caf12ea7d2d07d655b17413bc937c73', 'patchUrl': 'https://android.googlesource.com/platform/external/sonivox/+/6db482687caf12ea7d2d07d655b17413bc937c73'}]",High,Media Framework
CVE-2017-3544,2017-04-24,Remote Code Execution Vulnerability,java,"[{'commitId': 'c5dd90d62590425f04a261e0f6c927acca147f88', 'patchUrl': 'https://android.googlesource.com/platform/libcore/+/c5dd90d62590425f04a261e0f6c927acca147f88'}]",Moderate,Runtime
CVE-2016-3763,2016-03-10,Information Disclosure Vulnerability,java,"[{'commitId': 'ec2fc50d202d975447211012997fe425496c849c', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/ec2fc50d202d975447211012997fe425496c849c'}]",Moderate,Proxy Auto Config
CVE-2017-0387,2016-11-04,Elevation of Privilege Vulnerability,c,"[{'commitId': '675e212c8c6653825cc3352c603caf2e40b00f9f', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/native/+/675e212c8c6653825cc3352c603caf2e40b00f9f'}]",High,Mediaserver
CVE-2019-2025,2019-06-19,Elevation of Privilege Vulnerability,c,"[{'commitId': ['7bada55ab50697861eee6bb7d60b41e68a961a9c'], 'patchUrl': 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=7bada55ab50697861eee6bb7d60b41e68a961a9c'}]",High,Kernel Binder driver
